Linear_Index,freq_key,freq_label,sex_key,sex_label,age_key,age_label,isced97_key,isced97_label,icha_hc_key,icha_hc_label,unit_key,unit_label,geo_key,geo_label,time_key,time_label,Value,Status_Code,Status_Label
2197,A,Annual,F,Females,TOTAL,Total,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,17.3,,
2199,A,Annual,F,Females,TOTAL,Total,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,MT,Malta,2008,2008,12.1,,
2201,A,Annual,F,Females,TOTAL,Total,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,PL,Poland,2008,2008,15.3,,
2202,A,Annual,F,Females,TOTAL,Total,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,RO,Romania,2008,2008,8.7,,
2203,A,Annual,F,Females,TOTAL,Total,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,12.6,,
2204,A,Annual,F,Females,TOTAL,Total,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,18.7,,
2245,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,7.4,,
2235,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,6.9,,
2236,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,3.3,,
2241,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,7.4,,
2237,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,CZ,Czechia,2008,2008,5.0,,
2238,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,10.0,,
2239,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,8.2,,
2243,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,8.8,,
2242,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,2.1,,
2244,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,10.9,,
2246,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,3.6,,
2247,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,RO,Romania,2008,2008,0.9,,
2248,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,4.9,,
2249,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,2.6,,
2230,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,AT,Austria,2008,2008,17.0,,
2220,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,12.8,,
2221,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,8.4,,
2226,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,7.2,,
2222,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,CZ,Czechia,2008,2008,11.2,,
2223,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,EL,Greece,2008,2008,8.7,,
2224,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,ES,Spain,2008,2008,8.6,,
2225,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,FR,France,2008,2008,13.1,,
2228,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,14.6,,
2227,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,13.3,,
2229,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,MT,Malta,2008,2008,9.1,,
2231,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,PL,Poland,2008,2008,11.0,,
2232,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,RO,Romania,2008,2008,5.8,,
2233,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,9.7,,
2234,A,Annual,F,Females,TOTAL,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,10.7,,
2275,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,9.5,,
2265,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,8.7,,
2266,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,2.4,,
2271,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,7.2,,
2267,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,CZ,Czechia,2008,2008,5.0,,
2268,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,8.6,,
2269,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,6.9,,
2273,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,9.0,,
2272,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,2.7,,
2274,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,10.9,,
2276,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,3.9,,
2277,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,RO,Romania,2008,2008,1.3,,
2278,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,4.2,,
2279,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,2.4,,
2260,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,AT,Austria,2008,2008,17.5,,
2250,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,13.8,,
2251,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,6.7,,
2256,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,8.9,,
2252,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,CZ,Czechia,2008,2008,8.4,,
2253,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,EL,Greece,2008,2008,7.4,,
2254,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,ES,Spain,2008,2008,9.4,,
2255,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,FR,France,2008,2008,12.0,,
2258,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,12.2,,
2257,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,11.0,,
2259,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,MT,Malta,2008,2008,7.6,,
2261,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,PL,Poland,2008,2008,10.1,,
2262,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,RO,Romania,2008,2008,4.9,,
2263,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,6.0,,
2264,A,Annual,F,Females,TOTAL,Total,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,9.7,,
2185,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,8.3,,
2175,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,8.5,,
2176,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,3.3,,
2181,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,7.9,,
2177,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,CZ,Czechia,2008,2008,5.0,,
2178,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,11.8,,
2179,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,9.1,,
2183,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,9.2,,
2182,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,2.1,,
2184,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,12.1,,
2186,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,3.5,,
2187,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,RO,Romania,2008,2008,0.8,,
2188,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,5.2,,
2189,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,2.5,,
2170,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,AT,Austria,2008,2008,19.1,,
2160,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,13.6,,
2161,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,9.8,,
2166,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,9.0,,
2162,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,CZ,Czechia,2008,2008,12.1,,
2163,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,EL,Greece,2008,2008,10.2,,
2164,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,ES,Spain,2008,2008,10.4,,
2165,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,FR,France,2008,2008,14.0,,
2168,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,16.4,,
2167,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,13.9,,
2169,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,MT,Malta,2008,2008,10.0,,
2171,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,PL,Poland,2008,2008,11.9,,
2172,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,RO,Romania,2008,2008,6.9,,
2173,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,9.9,,
2174,A,Annual,F,Females,TOTAL,Total,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,12.0,,
2335,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,8.9,,
2325,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,7.3,,
2326,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,1.8,,
2331,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,5.0,,
2327,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,CZ,Czechia,2008,2008,6.7,,
2328,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,13.0,,
2329,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,7.0,,
2333,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,7.5,,
2332,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,0.7,,
2336,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,1.2,,
2338,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,1.9,,
2339,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,0.6,,
2320,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,AT,Austria,2008,2008,13.9,,
2310,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,6.2,,
2311,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,5.5,,
2316,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,5.4,,
2312,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,CZ,Czechia,2008,2008,13.4,,
2314,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,ES,Spain,2008,2008,7.5,,
2315,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,FR,France,2008,2008,10.6,,
2318,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,10.3,,
2317,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,8.9,,
2321,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,PL,Poland,2008,2008,6.0,,
2322,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,RO,Romania,2008,2008,3.4,,
2323,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,5.1,,
2324,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,7.8,,
2365,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,8.6,,
2355,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,1.1,,
2356,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,0.8,,
2361,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,5.4,,
2357,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,CZ,Czechia,2008,2008,4.9,,
2358,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,8.7,,
2359,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,6.8,,
2363,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,7.5,,
2362,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,1.1,,
2364,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,7.6,,
2366,A,Annual,F,Females,Y15-24,From 15 to 24 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,3.0,,
